"GÜNCELLEMELER / DEŞİKLİKLER SONRASINDA AFET YÖNETİM VE KARAR DESTEK SİSTEMİNE (AYDES) TANIMLANACAK GÜNCEL AFET VE ACİL DURUM TOPLANMA ALANLARI LİSTESİ 
(SULTANBEYLİ İLÇESİ)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S.No;AYDES ID;Adı;İl;İlçe;Mahalle;Koordinat;;;İl UAVT Kodu;İlçe UAVT Kodu;Mahalle UAVT Kodu;Kategori ID;WKT;Aktif;Haritada Göster;İdari Sınırlar Bakımından Sorumlu Belediye Başkanlığı Adı;"Mülkiyet / Tahsis / İzin Bakımından 
İlgili Kurum / Kuruluş - Gerçek / Tüzel Kişi Adı";"Afet ve Acil Durum Toplanma Alanından Sorumlu Kişi Bilgisi
(Belediye Başkanlıklarınca Görevlendirilen Personel)";;;;;;;;;;;;;;;
;;;;;;WGS 84;;Coğrafi Koordinat (DMS);;;;;;;;;;Sıra No.;Adı Soyadı;Unvanı;Görevi;İletişim Bilgileri;Mail Adresi;Görevli Olduğu Kurum / Kuruluş Adı;Arazi Kullanım Fonksiyonu;Su;WC/ Kanalizasyon;Jeneratör;AFİS Konteyner Sayısı;Kamera;Haberleşme;;Öncelik Derecesi
;;;;;;Enlem;Boylam;;;;;;;;;;;;;;;;;;;;;;;;Sabit Hat;İnternet;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;151349189;Aydos Kalesi Toplanma Alanı;İSTANBUL;SULTANBEYLİ;MEHMET AKİF;40.953438832318184;29.263110757745334;;;;;;;;;;;;;;;;;;;VAR;VAR;YOK;YOK;YOK;VAR;VAR;
85;151349214;Sultanbeyli Kız Anadolu İmam Hatip Lisesi Bahçesi;İSTANBUL;SULTANBEYLİ;MEHMET AKİF;40.96883920530261;29.26740035418011;;;;;;;;;;;;;;;;;;;VAR;VAR;YOK;var;VAR;VAR;VAR;
86;151349209;Şehit Erkan Karakaş Parkı;İSTANBUL;SULTANBEYLİ;MEHMET AKİF;40.95093529024007;29.265420570472397;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;YOK;VAR;VAR;
87;151349210;Şehit Üsteğmen Rahim Çelik Parkı;İSTANBUL;SULTANBEYLİ;MEHMET AKİF;40.955095065930806;29.263162698855737;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;YOK;VAR;VAR;
88;151349212;Yunus Emre Parkı;İSTANBUL;SULTANBEYLİ;MEHMET AKİF;40.963754188160635;29.265291456775106;;;;;;;;;;;;;;;;;;;VAR;YOK;YOK;YOK;YOK;VAR;VAR;
89;151349291;75. Yıl Stadyumu;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.989801073734924;29.255876249056488;;;;;;;;;;;;;;;;;;;VAR;VAR;VAR;YOK;VAR;VAR;VAR;
90;151349272;Afet ve Eğitim Parkı;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;41.00134961854837;29.281303448039747;;;;;;;;;;;;;;;;;;;VAR;VAR;VAR;yok;YOK;VAR;VAR;
91;151349278;Aliya İzzet Begoviç Parkı;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.99199090687916;29.267393747363403;;;;;;;;;;;;;;;;;;;VAR;YOK;YOK;YOK;YOK;VAR;VAR;
92;151349280;Aziz Sancar Anadolu Lisesi Bahçesi;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.998563524385425;29.274259853457732;;;;;;;;;;;;;;;;;;;VAR;VAR;VAR;YOK;VAR;VAR;VAR;
93;151349274;Cumhuriyet Parkı 1;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.993085279630016;29.26038178257916;;;;;;;;;;;;;;;;;;;VAR;VAR;YOK;YOK;YOK;VAR;VAR;
94;151349275;Cumhuriyet Parkı 2;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.9933731681826;29.260726741445847;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;YOK;VAR;VAR;
95;151349277;Hacı Veyiszade Parkı;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.990639230940694;29.257831252139617;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;YOK;VAR;VAR;
96;151349271;Kut-Ül Amare Parkı;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.99752508988219;29.262705744487185;;;;;;;;;;;;;;;;;;;VAR;VAR;VAR;yok;VAR;VAR;VAR;
97;151349281;Mimar Sinan İlkokulu ve Ortaokulu Bahçesi;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;41.00253110409856;29.26816415735592;;;;;;;;;;;;;;;;;;;VAR;VAR;VAR;YOK;VAR;VAR;VAR;
98;151349273;Mimar Sinan Parkı;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.992778243519595;29.264216711033775;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;VAR;VAR;VAR;
99;151349269;Mustafa Kemal Atatürk Parkı 1;İSTANBUL;SULTANBEYLİ;MİMAR SİNAN;40.98959563972186;29.274064709353205;;;;;;;;;;;;;;;;;;;YOK;YOK;YOK;YOK;VAR;VAR;VAR;
